Title,Catalog Number,Specifications,Price,Stock Status,Description,Link
Miś lot szarym balonem,684," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,"12.5 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-lot-szarym-balonem/2475
Miś lot zielonym balonem,685," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,9 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-lot-zielonym-balonem/2476
Miś na księżycu,773,"  Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,49 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-na-ksiezycu/2447
Miś pilot z flagą,169," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,49 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-pilot-z-flaga/2470
Miś Pluszak CB,568," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,16 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-pluszak-cb/2606
Miś Przytulanka marynarz,788," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,"12.5 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-przytulanka-marynarz/2548
Miś sternik na bieli,549," nr katalogowy: 549  Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.70,"12.7 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-sternik-na-bieli/2083
Miś Teddy 100,100," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,50 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-teddy-100/2704
Miś Teddy brązowy,250,"Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.00,68 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-teddy-brazowy/237
Miś Teddy szary z różową gwiazdką,200,"Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.00,25 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-teddy-szary-z-rozowa-gwiazdka/216
Miś Teddy szary z turkusową gwiazdką,201,"Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.00,15 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-teddy-szary-z-turkusowa-gwiazdka/217
Miś Teddy żółta gwiazdka,386,"   nr katalogowy: 386  Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm",12.00,"12 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-teddy-zolta-gwiazdka/1794
Miś Uszatek przytulanka,789," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,8 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-uszatek-przytulanka/2549
Miś w niebieskim i zielonym samolocie,92," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,19 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-w-niebieskim-i-zielonym-samolocie/2702
Miś w szarym samolocie,93," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,49 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-w-szarym-samolocie/2703
Miś z prezentem,95," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,29 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-z-prezentem/2570
Miś z tęczą 2,202," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",9.00,13 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mis-z-tecza-2/2423
Mix serc beżowo- czarnych,483,"    Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać  ",12.50,30 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mix-serc-bezowo-czarnych/2726
Mix serc czerwono-czarnych,481,"    Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać  ",12.50,30 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mix-serc-czerwono-czarnych/2725
Monstera i eukaliptus na bieli szer.220,1812," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:220 cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",15.00,15 złProdukt chwilowo niedostępny,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/monstera-i-eukaliptus-na-bieli-szer220/2750
Monstera musztardowo-zielona szer.160,1559," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,34 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/monstera-musztardowo-zielona-szer160/2485
Monstera na chabrowym tle szer.220,1790," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość: 220cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",15.00,99 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/monstera-na-chabrowym-tle-szer220/2646
"Monstera turkus, amarant na biei",1743," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.00,100 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/monstera-turkus-amarant-na-biei/2708
"Monstera turkus, pomarańcz na bieli",1742," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,50 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/monstera-turkus-pomarancz-na-bieli/2707
Monstery zielono złote na bieli szer.160,1496," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość: 160 cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,25 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/monstery-zielono-zlote-na-bieli-szer160/2413
Moro szer.160cm,207W,"Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm) ",8.00,8 złProdukt chwilowo niedostępny,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/moro-szer160cm/2663
Morskie opowieści,686," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,15 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/morskie-opowiesci/2477
"Motyle graficzne, kolorowe",448,"Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.00,"12 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/motyle-graficzne-kolorowe/696
Motyle kolorowe na szarości,22,"Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.50,"12.5 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/motyle-kolorowe-na-szarosci/870
Motylki na granacie,450,"    Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać  ",12.50,30 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/motylki-na-granacie/2724
Mozaika trójkąty różowo-szare,437,"  Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać  ",12.00,"12 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mozaika-trojkaty-rozowo-szare/1605
Mozaika trójkąty zielono-seledynowo-szare,438,"  Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać  ",12.00,"12 zł
					Dokonaj zakupu minimum 11 metrów wybranej tkaniny, a otrzymasz rabat.
					
					Czym więcej kupujesz tym wyższy rabat.Produkt chwilowo niedostępny",No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mozaika-trojkaty-zielono-seledynowo-szare/1604
"Mustang, Koń, Horse na szarym tle",224N,"   Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: import Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.00,15 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/mustang-kon-horse-na-szarym-tle/2204
Musztarda szer. 160 cm,58," Oferujemy Państwu tkaninę bawełnianą, która jest starannie wykonana. Idealnie nadaje się na pościel, koce, zabawki, maty, namioty tipi oraz inne produkty.   Specyfikacja: skład: bawełna, szerokość:160cm(+/-5%) gramatura: 125g/m2 produkcja: Polska Zalecenia: prać w 30oC, nie wybielać   Cena dotyczy: 1m/b (+/- 2cm)",12.00,57 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/musztarda-szer-160-cm/1409
MUŚLIN Baby Blue,30,"  Muślin to tkanina 100% bawełniana tkana ze specjalnie wygładzonych włókien. 
Tkanina jest delikatna, lekka, miękka i miła w dotyku.

Składa się z dwóch cienkich warstw, dzięki temu jest przewiewna, oddychająca, ale nie prześwitująca.

Drobna perforacja nadaje wrażenie delikatnego marszczenia, krepowania tkaniny.

Muślin znajduje zastosowanie przy szyciu wyrobów dla niemowląt oraz lekkiej odzieży letniej.

Sprawdza się jako materiał na sukienki, letnie bluzki, odzież dziecięcą. Szerokość 155cm, 125 g/m2 Kupując jedną szt otrzymasz 100cm x 155cm  (+/-1cm)",21.00,6 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/muslin-baby-blue/2459
MUŚLIN Beige,12,"  Muślin to tkanina 100% bawełniana tkana ze specjalnie wygładzonych włókien. 
Tkanina jest delikatna, lekka, miękka i miła w dotyku.

Składa się z dwóch cienkich warstw, dzięki temu jest przewiewna, oddychająca, ale nie prześwitująca.

Drobna perforacja nadaje wrażenie delikatnego marszczenia, krepowania tkaniny.

Muślin znajduje zastosowanie przy szyciu wyrobów dla niemowląt oraz lekkiej odzieży letniej.

Sprawdza się jako materiał na sukienki, letnie bluzki, odzież dziecięcą. Szerokość 155cm, 125 g/m2 Kupując jedną szt otrzymasz 100cm x 155cm  (+/-1cm)",21.00,33 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/muslin-beige/2462
MUŚLIN Black/Czarny,7," Muślin to tkanina 100% bawełniana tkana ze specjalnie wygładzonych włókien. 
Tkanina jest delikatna, lekka, miękka i miła w dotyku.

Składa się z dwóch cienkich warstw, dzięki temu jest przewiewna, oddychająca, ale nie prześwitująca.

Drobna perforacja nadaje wrażenie delikatnego marszczenia, krepowania tkaniny.

Muślin znajduje zastosowanie przy szyciu wyrobów dla niemowląt oraz lekkiej odzieży letniej.

Sprawdza się jako materiał na sukienki, letnie bluzki, odzież dziecięcą. Szerokość 155cm, 125 g/m2 Kupując jedną szt otrzymasz 100cm x 155cm  (+/-1cm)",21.00,48 m.,No description,https://tkaninydzieciece.com.pl/pokaz-produkt/muslin-blackczarny/2626
